01/01/2010,7:57 PM,Coke,2, £1.20 
01/01/2010,8:11 PM,Chips (small),4, £3.20 
01/01/2010,8:11 PM,Chips (large),1, £1.00 
01/01/2010,8:23 PM,Haddock,1, £2.85 
01/01/2010,8:29 PM,Coke,1, £0.60 
01/01/2010,8:38 PM,Fanta,3, £1.95 
01/01/2010,8:47 PM,Coke,3, £1.80 
01/01/2010,8:51 PM,Coke,1, £0.60 
01/01/2010,8:54 PM,Haddock,4, £11.40 
01/01/2010,8:59 PM,Chips (small),3, £2.40 
01/01/2010,9:02 PM,Cod,4, £10.00 
01/01/2010,9:08 PM,Chips (small),2, £1.60 
01/01/2010,9:10 PM,Plaice,3, £8.70 
01/01/2010,9:13 PM,Chips (small),1, £0.80 
01/01/2010,9:30 PM,Fanta,2, £1.30 
01/01/2010,9:46 PM,Chips (large),3, £3.00 
01/01/2010,10:02 PM,Cod,1, £2.50 
01/01/2010,10:27 PM,Haddock,3, £8.55 
01/01/2010,10:31 PM,Chips (large),1, £1.00 
01/01/2010,10:40 PM,Plaice,2, £5.80 
01/01/2010,10:51 PM,Haddock,2, £5.70 
01/01/2010,11:13 PM,Cod,2, £5.00 
01/01/2010,11:21 PM,Plaice,3, £8.70 
01/01/2010,11:22 PM,Cod,2, £5.00 
01/01/2010,11:25 PM,Haddock,3, £8.55 
01/01/2010,11:25 PM,Chips (small),4, £3.20 
01/01/2010,11:26 PM,Coke,4, £2.40 
01/01/2010,11:26 PM,Coke,2, £1.20 
01/01/2010,11:28 PM,Cod,3, £7.50 
01/01/2010,11:28 PM,Coke,1, £0.60 
02/01/2010,5:35 PM,Plaice,2, £5.80 
02/01/2010,5:37 PM,Chips (small),1, £0.80 
02/01/2010,5:45 PM,Haddock,4, £11.40 
02/01/2010,5:51 PM,Cod,4, £10.00 
02/01/2010,5:55 PM,Fanta,3, £1.95 
02/01/2010,6:00 PM,Plaice,1, £2.90 
02/01/2010,6:01 PM,Chips (small),2, £1.60 
02/01/2010,6:08 PM,Chips (large),2, £2.00 
02/01/2010,6:18 PM,Haddock,3, £8.55 
02/01/2010,6:42 PM,Chips (small),3, £2.40 
02/01/2010,6:53 PM,Cod,3, £7.50 
02/01/2010,6:59 PM,Chips (large),2, £2.00 
02/01/2010,7:05 PM,Coke,2, £1.20 
02/01/2010,7:27 PM,Plaice,1, £2.90 
02/01/2010,7:47 PM,Fanta,1, £0.65 
02/01/2010,8:11 PM,Cod,4, £10.00 
02/01/2010,8:11 PM,Chips (large),1, £1.00 
02/01/2010,8:26 PM,Cod,4, £10.00 
02/01/2010,8:37 PM,Haddock,2, £5.70 
02/01/2010,8:44 PM,Plaice,4, £11.60 
02/01/2010,8:49 PM,Chips (large),3, £3.00 
02/01/2010,8:50 PM,Chips (small),3, £2.40 
02/01/2010,8:57 PM,Chips (small),4, £3.20 
02/01/2010,9:37 PM,Plaice,4, £11.60 
02/01/2010,10:16 PM,Plaice,4, £11.60 
02/01/2010,10:17 PM,Cod,2, £5.00 
02/01/2010,10:33 PM,Coke,2, £1.20 
02/01/2010,10:39 PM,Chips (large),2, £2.00 
02/01/2010,10:41 PM,Chips (small),4, £3.20 
02/01/2010,10:47 PM,Plaice,3, £8.70 
02/01/2010,10:49 PM,Haddock,3, £8.55 
02/01/2010,11:04 PM,Haddock,4, £11.40 
02/01/2010,11:16 PM,Chips (small),2, £1.60 
02/01/2010,11:27 PM,Chips (large),4, £4.00 
02/01/2010,11:27 PM,Chips (large),2, £2.00 
03/01/2010,5:33 PM,Sausage,3, £4.50 
03/01/2010,5:36 PM,Plaice,2, £5.80 
03/01/2010,5:56 PM,Haddock,1, £2.85 
03/01/2010,6:02 PM,Plaice,2, £5.80 
03/01/2010,6:10 PM,Fanta,1, £0.65 
03/01/2010,6:24 PM,Cod,3, £7.50 
03/01/2010,6:54 PM,Coke,2, £1.20 
03/01/2010,6:56 PM,Chips (small),2, £1.60 
03/01/2010,7:22 PM,Plaice,2, £5.80 
03/01/2010,7:46 PM,Cod,1, £2.50 
03/01/2010,7:56 PM,Chips (small),4, £3.20 
03/01/2010,8:04 PM,Plaice,3, £8.70 
03/01/2010,8:12 PM,Fanta,1, £0.65 
03/01/2010,8:36 PM,Haddock,4, £11.40 
03/01/2010,8:47 PM,Plaice,1, £   2.90 
03/01/2010,8:58 PM,Coke,1, £0.60 
03/01/2010,8:59 PM,Haddock,1, £2.85 
03/01/2010,9:04 PM,Chips (large),3, £3.00 
03/01/2010,9:06 PM,Haddock,1, £2.85 
03/01/2010,9:28 PM,Chips (small),3, £2.40 
03/01/2010,9:29 PM,Fanta,4, £2.60 
03/01/2010,9:50 PM,Sausage,3, £4.50 
03/01/2010,10:05 PM,Fanta,3, £1.95 
03/01/2010,10:11 PM,Fanta,4, £2.60 
03/01/2010,10:38 PM,Chips (large),3, £3.00 
03/01/2010,10:40 PM,Cod,1, £2.50 
03/01/2010,10:52 PM,Chips (small),1, £0.80 
03/01/2010,11:15 PM,Cod,2, £5.00 
03/01/2010,11:15 PM,Chips (large),2, £2.00 
03/01/2010,11:20 PM,Chips (small),4, £3.20 
03/01/2010,11:21 PM,Cod,1, £2.50 
03/01/2010,11:23 PM,Cod,4, £10.00 
04/01/2010,5:41 PM,Haddock,4, £11.40 
04/01/2010,5:43 PM,Plaice,1, £2.90 
04/01/2010,6:23 PM,Chips (small),2, £1.60 
04/01/2010,6:26 PM,Chips (large),4, £4.00 
04/01/2010,6:34 PM,Cod,1, £2.50 
04/01/2010,6:37 PM,Chips (large),1, £1.00 
04/01/2010,6:45 PM,Cod,4, £10.00 
04/01/2010,6:57 PM,Haddock,3, £8.55 
04/01/2010,7:13 PM,Haddock,3, £8.55 
04/01/2010,7:14 PM,Chips (small),3, £2.40 
04/01/2010,7:20 PM,Cod,4, £10.00 
04/01/2010,7:28 PM,Sausage,1, £1.50 
04/01/2010,7:44 PM,Chips (small),2, £1.60 
04/01/2010,8:01 PM,Chips (large),3, £3.00 
04/01/2010,8:17 PM,Coke,3, £1.80 
04/01/2010,8:27 PM,Cod,3, £7.50 
04/01/2010,8:36 PM,Haddock,2, £5.70 
04/01/2010,8:52 PM,Chips (small),4, £3.20 
04/01/2010,8:58 PM,Plaice,4, £11.60 
04/01/2010,9:00 PM,Cod,3, £7.50 
04/01/2010,9:03 PM,Plaice,2, £5.80 
04/01/2010,9:09 PM,Chips (large),4, £4.00 
04/01/2010,9:16 PM,Cod,3, £7.50 
04/01/2010,9:17 PM,Chips (large),3, £3.00 
04/01/2010,9:21 PM,Plaice,2, £5.80 
04/01/2010,9:25 PM,Plaice,3, £8.70 
04/01/2010,9:42 PM,Plaice,2, £5.80 
04/01/2010,10:09 PM,Sausage,3, £4.50 
04/01/2010,10:10 PM,Plaice,2, £5.80 
04/01/2010,10:39 PM,Cod,2, £5.00 
04/01/2010,10:46 PM,Plaice,4, £11.60 
04/01/2010,10:47 PM,Chips (small),4, £3.20 
04/01/2010,10:59 PM,Chips (small),1, £0.80 
04/01/2010,11:09 PM,Haddock,2, £5.70 
05/01/2010,5:34 PM,Chips (large),1, £1.00 
05/01/2010,5:35 PM,Plaice,4, £11.60 
05/01/2010,5:41 PM,Chips (large),4, £4.00 
05/01/2010,5:55 PM,Chips (small),2, £1.60 
05/01/2010,5:58 PM,Chips (large),2, £2.00 
05/01/2010,5:58 PM,Haddock,4, £11.40 
05/01/2010,6:01 PM,Haddock,1, £2.85 
05/01/2010,6:10 PM,Plaice,3, £8.70 
05/01/2010,6:29 PM,Haddock,3, £8.55 
05/01/2010,6:56 PM,Fanta,4, £2.60 
05/01/2010,7:05 PM,Chips (large),2, £2.00 
05/01/2010,7:15 PM,Haddock,4, £11.40 
05/01/2010,7:22 PM,Cod,4, £10.00 
05/01/2010,7:55 PM,Haddock,3, £8.55 
05/01/2010,8:02 PM,Chips (small),2, £1.60 
05/01/2010,8:19 PM,Plaice,4, £11.60 
05/01/2010,8:32 PM,Cod,3, £7.50 
05/01/2010,8:48 PM,Cod,4, £10.00 
05/01/2010,8:49 PM,Chips (small),3, £2.40 
05/01/2010,8:52 PM,Chips (large),1, £1.00 
05/01/2010,9:11 PM,Chips (large),2, £2.00 
05/01/2010,9:19 PM,Haddock,1, £2.85 
05/01/2010,9:35 PM,Chips (small),3, £2.40 
05/01/2010,9:39 PM,Cod,1, £2.50 
05/01/2010,9:51 PM,Chips (large),1, £1.00 
05/01/2010,10:18 PM,Haddock,1, £2.85 
05/01/2010,10:23 PM,Chips (large),1, £1.00 
05/01/2010,10:29 PM,Fanta,1, £0.65 
05/01/2010,10:39 PM,Cod,3, £7.50 
05/01/2010,10:45 PM,Plaice,3, £8.70 
05/01/2010,11:04 PM,Haddock,4, £11.40 
05/01/2010,11:08 PM,Chips (small),4, £3.20 
05/01/2010,11:22 PM,Chips (small),4, £3.20 
06/01/2010,5:54 PM,Haddock,3, £8.55 
06/01/2010,6:15 PM,Plaice,3, £8.70 
06/01/2010,6:17 PM,Fanta,1, £0.65 
06/01/2010,6:41 PM,Plaice,2, £5.80 
06/01/2010,6:57 PM,Sausage,2, £3.00 
06/01/2010,7:01 PM,Cod,2, £5.00 
06/01/2010,7:07 PM,Haddock,3, £8.55 
06/01/2010,7:18 PM,Chips (large),3, £3.00 
06/01/2010,7:21 PM,Chips (large),1, £1.00 
06/01/2010,7:21 PM,Haddock,4, £11.40 
06/01/2010,7:22 PM,Cod,1, £2.50 
06/01/2010,7:23 PM,Chips (large),1, £1.00 
06/01/2010,7:35 PM,Chips (large),4, £4.00 
06/01/2010,7:44 PM,Plaice,4, £11.60 
06/01/2010,7:45 PM,Chips (large),1, £1.00 
06/01/2010,7:49 PM,Chips (large),1, £1.00 
06/01/2010,7:53 PM,Haddock,1, £2.85 
06/01/2010,8:04 PM,Cod,2, £5.00 
06/01/2010,8:16 PM,Coke,2, £1.20 
06/01/2010,8:22 PM,Cod,1, £2.50 
06/01/2010,8:23 PM,Plaice,1, £2.90 
06/01/2010,8:33 PM,Coke,2, £1.20 
06/01/2010,8:41 PM,Haddock,3, £8.55 
06/01/2010,8:49 PM,Fanta,3, £1.95 
06/01/2010,8:54 PM,Cod,1, £2.50 
06/01/2010,9:07 PM,Haddock,2, £5.70 
06/01/2010,9:11 PM,Chips (large),1, £1.00 
06/01/2010,9:35 PM,Haddock,4, £11.40 
06/01/2010,9:52 PM,Chips (large),3, £3.00 
06/01/2010,10:13 PM,Chips (large),4, £4.00 
06/01/2010,10:40 PM,Chips (large),4, £4.00 
06/01/2010,10:48 PM,Haddock,4, £11.40 
06/01/2010,10:50 PM,Haddock,2, £5.70 
06/01/2010,10:55 PM,Haddock,3, £8.55 
06/01/2010,11:16 PM,Coke,4, £2.40 
06/01/2010,11:27 PM,Haddock,2, £5.70 
07/01/2010,5:34 PM,Chips (large),1, £1.00 
07/01/2010,5:39 PM,Sausage,2, £3.00 
07/01/2010,5:42 PM,Chips (large),4, £4.00 
07/01/2010,5:52 PM,Sausage,4, £6.00 
07/01/2010,5:57 PM,Chips (small),1, £0.80 
07/01/2010,5:58 PM,Plaice,3, £8.70 
07/01/2010,6:09 PM,Haddock,1, £2.85 
07/01/2010,6:22 PM,Haddock,4, £11.40 
07/01/2010,6:41 PM,Cod,1, £2.50 
07/01/2010,7:08 PM,Fanta,3, £1.95 
07/01/2010,7:17 PM,Chips (small),2, £1.60 
07/01/2010,7:18 PM,Chips (small),3, £2.40 
07/01/2010,7:18 PM,Chips (small),1, £0.80 
07/01/2010,7:23 PM,Coke,4, £2.40 
07/01/2010,7:25 PM,Fanta,4, £2.60 
07/01/2010,7:38 PM,Sausage,4, £6.00 
07/01/2010,7:40 PM,Haddock,4, £11.40 
07/01/2010,7:43 PM,Chips (large),4, £4.00 
07/01/2010,7:47 PM,Coke,3, £1.80 
07/01/2010,8:02 PM,Cod,4, £10.00 
07/01/2010,8:07 PM,Fanta,2, £1.30 
07/01/2010,8:13 PM,Chips (small),1, £0.80 
07/01/2010,8:16 PM,Sausage,2, £3.00 
07/01/2010,8:20 PM,Chips (large),3, £3.00 
07/01/2010,8:26 PM,Chips (large),3, £3.00 
07/01/2010,8:40 PM,Fanta,3, £1.95 
07/01/2010,8:41 PM,Fanta,1, £0.65 
07/01/2010,8:46 PM,Cod,4, £10.00 
07/01/2010,8:49 PM,Chips (small),1, £0.80 
07/01/2010,9:04 PM,Fanta,2, £1.30 
07/01/2010,9:21 PM,Haddock,1, £2.85 
07/01/2010,9:25 PM,Haddock,2, £5.70 
07/01/2010,10:01 PM,Coke,2, £1.20 
07/01/2010,10:07 PM,Plaice,4, £11.60 
07/01/2010,10:10 PM,Coke,2, £1.20 
07/01/2010,10:14 PM,Cod,2, £5.00 
07/01/2010,10:14 PM,Haddock,1, £2.85 
07/01/2010,10:18 PM,Cod,2, £5.00 
07/01/2010,10:25 PM,Chips (small),4, £3.20 
07/01/2010,10:27 PM,Chips (small),4, £3.20 
07/01/2010,10:39 PM,Cod,2, £5.00 
07/01/2010,10:57 PM,Chips (large),1, £1.00 
07/01/2010,10:57 PM,Cod,4, £10.00 
07/01/2010,11:02 PM,Chips (small),4, £3.20 
07/01/2010,11:11 PM,Chips (small),3, £2.40 
07/01/2010,11:12 PM,Haddock,1, £2.85 
07/01/2010,11:23 PM,Plaice,1, £2.90 
07/01/2010,11:25 PM,Haddock,2, £5.70 
07/01/2010,11:28 PM,Haddock,3, £8.55 
08/01/2010,5:36 PM,Coke,2, £1.20 
08/01/2010,5:45 PM,Chips (small),1, £0.80 
08/01/2010,5:48 PM,Sausage,3, £4.50 
08/01/2010,5:59 PM,Haddock,4, £11.40 
08/01/2010,6:06 PM,Chips (large),3, £3.00 
08/01/2010,6:07 PM,Chips (small),1, £0.80 
08/01/2010,6:08 PM,Chips (large),1, £1.00 
08/01/2010,6:19 PM,Sausage,4, £6.00 
08/01/2010,6:24 PM,Chips (small),4, £3.20 
08/01/2010,6:42 PM,Sausage,1, £1.50 
08/01/2010,6:53 PM,Chips (large),1, £1.00 
08/01/2010,6:56 PM,Chips (small),1, £0.80 
08/01/2010,7:02 PM,Chips (large),4, £4.00 
08/01/2010,7:15 PM,Chips (large),4, £4.00 
08/01/2010,7:16 PM,Haddock,1, £2.85 
08/01/2010,7:22 PM,Plaice,4, £11.60 
08/01/2010,7:29 PM,Fanta,3, £1.95 
08/01/2010,7:32 PM,Chips (large),1, £1.00 
08/01/2010,8:06 PM,Chips (large),1, £1.00 
08/01/2010,8:40 PM,Plaice,3, £8.70 
08/01/2010,8:43 PM,Plaice,3, £8.70 
08/01/2010,8:49 PM,Cod,3, £7.50 
08/01/2010,8:49 PM,Cod,3, £7.50 
08/01/2010,8:58 PM,Cod,2, £5.00 
08/01/2010,9:44 PM,Chips (large),3, £3.00 
08/01/2010,9:49 PM,Sausage,1, £1.50 
08/01/2010,10:03 PM,Sausage,3, £4.50 
08/01/2010,10:04 PM,Cod,3, £7.50 
08/01/2010,10:14 PM,Cod,3, £7.50 
08/01/2010,10:27 PM,Plaice,4, £11.60 
08/01/2010,10:48 PM,Chips (small),4, £3.20 
08/01/2010,10:57 PM,Chips (large),2, £2.00 
08/01/2010,10:58 PM,Chips (small),2, £1.60 
08/01/2010,11:07 PM,Chips (small),1, £0.80 
08/01/2010,11:24 PM,Cod,1, £2.50 
08/01/2010,11:24 PM,Coke,2, £1.20 
09/01/2010,5:47 PM,Chips (small),2, £1.60 
09/01/2010,6:02 PM,Cod,1, £2.50 
09/01/2010,6:15 PM,Plaice,4, £11.60 
09/01/2010,6:30 PM,Chips (large),3, £3.00 
09/01/2010,6:35 PM,Chips (small),4, £3.20 
09/01/2010,6:43 PM,Chips (small),4, £3.20 
09/01/2010,6:50 PM,Chips (large),2, £2.00 
09/01/2010,7:00 PM,Plaice,3, £8.70 
09/01/2010,7:13 PM,Chips (small),2, £1.60 
09/01/2010,7:15 PM,Haddock,2, £5.70 
09/01/2010,7:18 PM,Cod,4, £10.00 
09/01/2010,7:22 PM,Cod,1, £2.50 
09/01/2010,7:27 PM,Haddock,4, £11.40 
09/01/2010,7:29 PM,Cod,1, £2.50 
09/01/2010,7:30 PM,Chips (large),4, £4.00 
09/01/2010,7:57 PM,Fanta,2, £1.30 
09/01/2010,7:57 PM,Cod,4, £10.00 
09/01/2010,8:05 PM,Plaice,4, £11.60 
09/01/2010,8:08 PM,Plaice,1, £2.90 
09/01/2010,8:20 PM,Chips (small),1, £0.80 
09/01/2010,8:23 PM,Coke,2, £1.20 
09/01/2010,8:32 PM,Chips (large),4, £4.00 
09/01/2010,8:33 PM,Sausage,1, £1.50 
09/01/2010,8:42 PM,Fanta,3, £1.95 
09/01/2010,9:00 PM,Haddock,2, £5.70 
09/01/2010,9:16 PM,Plaice,4, £11.60 
09/01/2010,9:20 PM,Chips (small),3, £2.40 
09/01/2010,9:43 PM,Chips (small),2, £1.60 
09/01/2010,9:47 PM,Haddock,3, £8.55 
09/01/2010,10:00 PM,Sausage,1, £1.50 
09/01/2010,10:01 PM,Haddock,4, £11.40 
09/01/2010,10:03 PM,Fanta,3, £1.95 
09/01/2010,10:08 PM,Fanta,3, £1.95 
09/01/2010,10:14 PM,Chips (large),4, £4.00 
09/01/2010,10:45 PM,Cod,3, £7.50 
09/01/2010,10:51 PM,Plaice,4, £11.60 
09/01/2010,10:51 PM,Cod,2, £5.00 
09/01/2010,11:12 PM,Chips (large),4, £4.00 
09/01/2010,11:29 PM,Sausage,1, £1.50 
09/01/2010,11:30 PM,Cod,2, £5.00 
10/01/2010,5:35 PM,Haddock,1, £2.85 
10/01/2010,5:37 PM,Plaice,1, £2.90 
10/01/2010,5:38 PM,Chips (large),3, £3.00 
10/01/2010,5:53 PM,Chips (large),2, £2.00 
10/01/2010,5:54 PM,Chips (large),2, £2.00 
10/01/2010,5:55 PM,Plaice,2, £5.80 
10/01/2010,6:03 PM,Sausage,2, £3.00 
10/01/2010,6:07 PM,Chips (small),4, £3.20 
10/01/2010,6:08 PM,Cod,4, £10.00 
10/01/2010,6:25 PM,Fanta,1, £0.65 
10/01/2010,6:33 PM,Cod,4, £10.00 
10/01/2010,6:48 PM,Chips (large),1, £1.00 
10/01/2010,6:49 PM,Fanta,3, £1.95 
10/01/2010,6:52 PM,Fanta,3, £1.95 
10/01/2010,6:53 PM,Chips (small),4, £3.20 
10/01/2010,6:58 PM,Haddock,1, £2.85 
10/01/2010,7:10 PM,Sausage,2, £3.00 
10/01/2010,7:17 PM,Coke,3, £1.80 
10/01/2010,7:23 PM,Chips (large),4, £4.00 
10/01/2010,7:25 PM,Chips (small),3, £2.40 
10/01/2010,7:30 PM,Plaice,3, £8.70 
10/01/2010,8:06 PM,Cod,3, £7.50 
10/01/2010,8:11 PM,Chips (large),2, £2.00 
10/01/2010,8:28 PM,Haddock,3, £8.55 
10/01/2010,8:43 PM,Plaice,2, £5.80 
10/01/2010,9:13 PM,Chips (large),4, £4.00 
10/01/2010,9:43 PM,Plaice,4, £11.60 
10/01/2010,9:49 PM,Cod,3, £7.50 
10/01/2010,9:57 PM,Cod,2, £5.00 
10/01/2010,10:00 PM,Haddock,4, £11.40 
10/01/2010,10:05 PM,Haddock,3, £8.55 
10/01/2010,10:08 PM,Plaice,3, £8.70 
10/01/2010,10:36 PM,Chips (small),4, £3.20 
10/01/2010,10:54 PM,Cod,1, £2.50 
10/01/2010,10:55 PM,Plaice,2, £5.80 
10/01/2010,10:56 PM,Chips (large),1, £1.00 
10/01/2010,10:58 PM,Sausage,1, £1.50 
10/01/2010,10:58 PM,Coke,3, £1.80 
10/01/2010,11:02 PM,Cod,1, £2.50 
10/01/2010,11:07 PM,Cod,3, £7.50 
10/01/2010,11:12 PM,Chips (large),2, £2.00 
10/01/2010,11:16 PM,Cod,2, £5.00 
10/01/2010,11:16 PM,Chips (large),3, £3.00 
11/01/2010,5:34 PM,Cod,2, £5.00 
11/01/2010,5:40 PM,Plaice,4, £11.60 
11/01/2010,5:45 PM,Chips (large),4, £4.00 
11/01/2010,6:01 PM,Cod,2, £5.00 
11/01/2010,6:22 PM,Haddock,4, £11.40 
11/01/2010,6:43 PM,Sausage,3, £4.50 
11/01/2010,6:45 PM,Plaice,3, £8.70 
11/01/2010,6:57 PM,Haddock,1, £2.85 
11/01/2010,7:01 PM,Coke,1, £0.60 
11/01/2010,7:10 PM,Sausage,3, £4.50 
11/01/2010,7:10 PM,Chips (large),3, £3.00 
11/01/2010,7:25 PM,Chips (small),2, £1.60 
11/01/2010,7:37 PM,Chips (large),1, £1.00 
11/01/2010,7:52 PM,Plaice,1, £2.90 
11/01/2010,8:20 PM,Chips (small),1, £0.80 
11/01/2010,8:42 PM,Chips (small),3, £2.40 
11/01/2010,8:52 PM,Plaice,3, £8.70 
11/01/2010,9:03 PM,Plaice,2, £5.80 
11/01/2010,9:11 PM,Plaice,2, £5.80 
11/01/2010,9:16 PM,Chips (small),3, £2.40 
11/01/2010,9:19 PM,Chips (large),4, £4.00 
11/01/2010,9:22 PM,Chips (large),1, £1.00 
11/01/2010,9:23 PM,Chips (small),1, £0.80 
11/01/2010,9:24 PM,Chips (small),1, £0.80 
11/01/2010,9:54 PM,Plaice,4, £11.60 
11/01/2010,10:30 PM,Chips (small),3, £2.40 
11/01/2010,10:32 PM,Cod,4, £10.00 
11/01/2010,10:35 PM,Plaice,3, £8.70 
11/01/2010,10:37 PM,Cod,4, £10.00 
11/01/2010,10:45 PM,Cod,4, £10.00 
11/01/2010,11:22 PM,Chips (large),2, £2.00 
11/01/2010,11:23 PM,Plaice,2, £5.80 
12/01/2010,5:32 PM,Chips (small),2, £1.60 
12/01/2010,5:38 PM,Chips (large),1, £1.00 
12/01/2010,5:40 PM,Chips (large),1, £1.00 
12/01/2010,5:41 PM,Chips (small),3, £2.40 
12/01/2010,5:48 PM,Chips (small),3, £2.40 
12/01/2010,5:56 PM,Haddock,1, £2.85 
12/01/2010,6:08 PM,Plaice,3, £8.70 
12/01/2010,6:17 PM,Chips (large),2, £2.00 
12/01/2010,6:20 PM,Chips (small),2, £1.60 
12/01/2010,6:33 PM,Plaice,2, £5.80 
12/01/2010,6:37 PM,Haddock,1, £2.85 
12/01/2010,6:53 PM,Plaice,1, £2.90 
12/01/2010,6:55 PM,Chips (small),3, £2.40 
12/01/2010,6:58 PM,Chips (small),1, £0.80 
12/01/2010,6:59 PM,Chips (small),1, £0.80 
12/01/2010,7:00 PM,Chips (large),3, £3.00 
12/01/2010,7:09 PM,Chips (small),4, £3.20 
12/01/2010,7:13 PM,Plaice,2, £5.80 
12/01/2010,7:15 PM,Plaice,3, £8.70 
12/01/2010,7:19 PM,Plaice,2, £5.80 
12/01/2010,7:27 PM,Chips (small),2, £1.60 
12/01/2010,7:30 PM,Sausage,4, £6.00 
12/01/2010,7:36 PM,Cod,3, £7.50 
12/01/2010,7:37 PM,Plaice,1, £2.90 
12/01/2010,7:53 PM,Chips (small),3, £2.40 
12/01/2010,8:00 PM,Chips (small),3, £2.40 
12/01/2010,8:30 PM,Sausage,4, £6.00 
12/01/2010,8:36 PM,Chips (large),4, £4.00 
12/01/2010,8:58 PM,Chips (small),4, £3.20 
12/01/2010,9:00 PM,Cod,4, £10.00 
12/01/2010,9:04 PM,Chips (large),4, £4.00 
12/01/2010,9:06 PM,Chips (large),2, £2.00 
12/01/2010,9:11 PM,Fanta,2, £1.30 
12/01/2010,9:11 PM,Fanta,2, £1.30 
12/01/2010,9:12 PM,Sausage,2, £3.00 
12/01/2010,9:17 PM,Plaice,1, £2.90 
12/01/2010,9:38 PM,Chips (large),3, £3.00 
12/01/2010,9:49 PM,Coke,1, £0.60 
12/01/2010,9:52 PM,Chips (large),3, £3.00 
12/01/2010,10:07 PM,Sausage,3, £4.50 
12/01/2010,10:09 PM,Plaice,3, £8.70 
12/01/2010,10:33 PM,Haddock,1, £2.85 
12/01/2010,10:58 PM,Plaice,1, £2.90 
12/01/2010,10:58 PM,Plaice,3, £8.70 
12/01/2010,11:00 PM,Chips (small),3, £2.40 
12/01/2010,11:09 PM,Cod,2, £5.00 
12/01/2010,11:14 PM,Chips (small),3, £2.40 
12/01/2010,11:16 PM,Chips (large),2, £2.00 
12/01/2010,11:17 PM,Plaice,4, £11.60 
12/01/2010,11:28 PM,Chips (small),2, £1.60 
12/01/2010,11:30 PM,Chips (large),1, £1.00 
13/01/2010,5:45 PM,Cod,1, £2.50 
13/01/2010,5:57 PM,Chips (large),1, £1.00 
13/01/2010,5:57 PM,Chips (large),2, £2.00 
13/01/2010,5:59 PM,Haddock,3, £8.55 
13/01/2010,6:00 PM,Haddock,3, £8.55 
13/01/2010,6:03 PM,Plaice,4, £11.60 
13/01/2010,6:08 PM,Plaice,3, £8.70 
13/01/2010,6:15 PM,Chips (large),4, £4.00 
13/01/2010,6:28 PM,Chips (small),2, £1.60 
13/01/2010,6:32 PM,Sausage,3, £4.50 
13/01/2010,6:41 PM,Cod,1, £2.50 
13/01/2010,7:04 PM,Chips (large),3, £3.00 
13/01/2010,7:04 PM,Haddock,4, £11.40 
13/01/2010,7:05 PM,Sausage,2, £3.00 
13/01/2010,7:15 PM,Haddock,1, £2.85 
13/01/2010,7:33 PM,Cod,3, £7.50 
13/01/2010,7:43 PM,Plaice,4, £11.60 
